state,year,lat,lon,gws_inst,rtzsm_inst,sfsm_inst
 DF, 2004,-15.732142857142858,-47.80357142857143,68.93398048681318,65.26427308076923,67.56155444835166
 DF, 2005,-15.732142857142858,-47.80357142857143,51.740229189560445,50.9843716195055,53.34973155357143
 DF, 2006,-15.732142857142858,-47.80357142857143,87.06513936813187,82.70494804807693,80.47669335054945
 DF, 2007,-15.732142857142858,-47.80357142857143,43.04350407439353,39.538466011590295,40.30449045334232
 DF, 2008,-15.732142857142858,-47.80357142857143,43.45798077417582,46.12395406258241,47.75773351126373
 DF, 2009,-15.732142857142858,-47.80357142857143,59.60982957142858,60.90439902390111,62.41463223076923
 DF, 2010,-15.732142857142858,-47.80357142857143,44.09185077170329,43.42965439697802,42.144650351923076
 DF, 2011,-15.732142857142858,-47.80357142857143,63.609937059065935,57.15375581730769,54.54805998543956
 DF, 2012,-15.732142857142858,-47.80357142857143,46.13736218733154,40.81578964824798,39.39582665795148
 DF, 2013,-15.732142857142858,-47.80357142857143,51.48287695604395,52.387120656318686,52.89118365596154
 DF, 2014,-15.732142857142858,-47.80357142857143,35.29519569010989,38.75584400879121,41.15992508667583
 DF, 2015,-15.732142857142858,-47.80357142857143,28.305101622527474,34.736786785961534,37.11209437090659
 DF, 2016,-15.732142857142858,-47.80357142857143,7.957379439945055,20.366221606126373,22.754757153021977
 DF, 2017,-15.732142857142858,-47.80357142857143,5.467022862417582,13.999559173598902,14.535886600054944
 DF, 2018,-15.732142857142858,-47.80357142857143,21.084168101509434,32.138300931590294,34.27068590018868
 DF, 2019,-15.732142857142858,-47.80357142857143,3.1678406681318685,10.852227267335165,13.10641091664835
 DF, 2020,-15.732142857142858,-47.80357142857143,35.316305295,45.558630589945054,48.82285324582417
 DF, 2021,-15.732142857142858,-47.80357142857143,7.89983776456044,22.700219123983516,28.5139036971978
 DF, 2022,-15.732142857142858,-47.80357142857143,22.677957748901097,30.92588889184066,33.42514946260989
 DF, 2023,-15.732142857142858,-47.80357142857143,47.01259381818182,43.88914521454545,43.4209574825974
 ES, 2003,-19.553571428571427,-40.67261904761905,29.880820302546294,36.07166527266204,37.568378578885586
 ES, 2004,-19.553571428571427,-40.67261904761905,75.6722255824481,73.05718678446276,70.92636578092186
 ES, 2005,-19.553571428571427,-40.67261904761905,90.52896578266179,84.42083295543347,81.5020688495116
 ES, 2006,-19.553571428571427,-40.67261904761905,74.76848933165445,66.03739785479243,64.23953686965811
 ES, 2007,-19.553571428571427,-40.67261904761905,51.601553343905366,43.595739120212635,43.17869648318359
 ES, 2008,-19.553571428571427,-40.67261904761905,45.55668971004273,49.57671362264958,51.960987529142244
 ES, 2009,-19.553571428571427,-40.67261904761905,78.6703295042735,67.77608404691698,65.44306996239315
 ES, 2010,-19.553571428571427,-40.67261904761905,41.25680193937729,40.58546291984127,42.74087757142857
 ES, 2011,-19.553571428571427,-40.67261904761905,37.12909420728633,40.003641758076924,40.51437653226801
 ES, 2012,-19.553571428571427,-40.67261904761905,39.89709364239294,37.472388038325846,40.39646141486673
 ES, 2013,-19.553571428571427,-40.67261904761905,40.531047610970695,44.33931792201465,43.842001703730155
 ES, 2014,-19.553571428571427,-40.67261904761905,27.912499330763122,30.917155086352256,33.94387189752137
 ES, 2015,-19.553571428571427,-40.67261904761905,1.761138500018315,7.963965518882784,12.090999911602564
 ES, 2016,-19.553571428571427,-40.67261904761905,4.050663599017094,12.336804198589743,16.234975816410255
 ES, 2017,-19.553571428571427,-40.67261904761905,4.5554974512057385,12.265167649087301,16.56445181257021
 ES, 2018,-19.553571428571427,-40.67261904761905,7.896103373983229,26.359824008733156,31.85104581344714
 ES, 2019,-19.553571428571427,-40.67261904761905,4.636554063473748,11.519166378846155,14.973676226126374
 ES, 2020,-19.553571428571427,-40.67261904761905,31.163078368769842,38.848239068836996,37.7469739793895
 ES, 2021,-19.553571428571427,-40.67261904761905,17.251918005250303,24.81394819976496,26.964465569456657
 ES, 2022,-19.553571428571427,-40.67261904761905,39.68723050639194,33.47836503948107,33.63307401266178
 ES, 2023,-19.553571428571427,-40.67261904761905,64.70081813708514,51.00556550974026,46.99502341686868
 GO, 2003,-16.051344086021505,-49.616397849462366,41.07605047893862,42.47761776777195,44.54775868517876
 GO, 2004,-16.051344086021505,-49.616397849462366,69.58328138779363,65.78160875488958,68.59242242469024
 GO, 2005,-16.051344086021505,-49.616397849462366,49.22042258313896,50.53006746261745,51.93506280092721
 GO, 2006,-16.051344086021505,-49.616397849462366,74.41174557179487,70.08915311474607,70.33659257381306
 GO, 2007,-16.051344086021505,-49.616397849462366,52.057519382578214,49.423478077736256,49.80159390432623
 GO, 2008,-16.051344086021505,-49.616397849462366,50.11472421250207,50.91289745697105,52.455280961673694
 GO, 2009,-16.051344086021505,-49.616397849462366,48.78939593197684,54.36470150424897,55.48812132195037
 GO, 2010,-16.051344086021505,-49.616397849462366,40.403037573603804,38.078446470977255,36.087778378024815
 GO, 2011,-16.051344086021505,-49.616397849462366,60.96447508244417,55.290536528559144,53.878090626778324
 GO, 2012,-16.051344086021505,-49.616397849462366,33.509327610289304,33.59681135864719,32.59074573888294
 GO, 2013,-16.051344086021505,-49.616397849462366,35.29554765412324,40.597381878809344,41.56145471084491
 GO, 2014,-16.051344086021505,-49.616397849462366,22.108758786833747,29.281005172891646,30.377687151555005
 GO, 2015,-16.051344086021505,-49.616397849462366,14.665847448104632,22.897224631294044,24.913300163633995
 GO, 2016,-16.051344086021505,-49.616397849462366,8.690878148600495,19.48445845896361,20.564362173577337
 GO, 2017,-16.051344086021505,-49.616397849462366,6.453605479933416,15.708493463916874,15.147311388985525
 GO, 2018,-16.051344086021505,-49.616397849462366,12.283186069588963,22.86777686539866,24.050551960782308
 GO, 2019,-16.051344086021505,-49.616397849462366,4.778034288829611,11.181596840674523,12.315061239514474
 GO, 2020,-16.051344086021505,-49.616397849462366,11.36869943976923,21.188615138619518,21.772094574819686
 GO, 2021,-16.051344086021505,-49.616397849462366,4.49522466820761,15.627667570709265,17.84918209819024
 GO, 2022,-16.051344086021505,-49.616397849462366,14.29801223055666,21.95259030000579,23.669378402668734
 GO, 2023,-16.051344086021505,-49.616397849462366,20.470005542550343,24.35516308746432,25.2337386241173
 MA, 2003,-5.114510489510489,-45.318473193473196,48.066542870169485,59.57680316399282,61.56033375835907
 MA, 2004,-5.114510489510489,-45.318473193473196,58.54540205184687,53.82040127394881,53.225027248933564
 MA, 2005,-5.114510489510489,-45.318473193473196,29.23792812438542,26.207133143900844,27.01904583844271
 MA, 2006,-5.114510489510489,-45.318473193473196,40.02826192754438,39.69839407844899,40.33708648827551
 MA, 2007,-5.114510489510489,-45.318473193473196,28.241193781418392,32.41529244035581,33.53738933486564
 MA, 2008,-5.114510489510489,-45.318473193473196,57.82726626208087,59.467838154704594,56.70780392394388
 MA, 2009,-5.114510489510489,-45.318473193473196,77.97542286499463,74.64181168548951,73.13794987574502
 MA, 2010,-5.114510489510489,-45.318473193473196,54.307689515362206,47.60666758246459,47.12371348120899
 MA, 2011,-5.114510489510489,-45.318473193473196,77.15965801389636,71.95922942969787,70.1938309214246
 MA, 2012,-5.114510489510489,-45.318473193473196,46.235272213150374,39.16846307224392,38.961589462907156
 MA, 2013,-5.114510489510489,-45.318473193473196,48.15821759971132,50.510516837186216,49.29954161010041
 MA, 2014,-5.114510489510489,-45.318473193473196,57.388079691137705,57.17090152178367,56.190991941668905
 MA, 2015,-5.114510489510489,-45.318473193473196,25.22865944887529,31.341843619960105,32.54898006601802
 MA, 2016,-5.114510489510489,-45.318473193473196,11.679170600018379,26.513957865927917,26.94945840071723
 MA, 2017,-5.114510489510489,-45.318473193473196,29.24689534174915,36.8924482727443,37.729243657999824
 MA, 2018,-5.114510489510489,-45.318473193473196,41.53427192499978,51.80316507947003,52.72288779082948
 MA, 2019,-5.114510489510489,-45.318473193473196,53.373076869883455,53.20748622794289,54.081205291544734
 MA, 2020,-5.114510489510489,-45.318473193473196,60.353972469699656,57.5704613887184,56.32581251365251
 MA, 2021,-5.114510489510489,-45.318473193473196,60.77431315473238,54.98074930423122,54.38981489782096
 MA, 2022,-5.114510489510489,-45.318473193473196,79.37077132609377,68.65356583383091,66.46228604056213
 MA, 2023,-5.114510489510489,-45.318473193473196,84.30316562576816,68.22054802080102,67.34930354657449
 MG, 2003,-18.470341614906832,-44.666304347826085,28.303412505273553,33.71202545830564,35.37090674799974
 MG, 2004,-18.470341614906832,-44.666304347826085,60.70383659908815,63.469887848469426,64.92430849839538
 MG, 2005,-18.470341614906832,-44.666304347826085,66.85982981495222,64.67001835946297,63.85431550539059
 MG, 2006,-18.470341614906832,-44.666304347826085,62.587238728282365,60.21752962054323,59.77673597555662
 MG, 2007,-18.470341614906832,-44.666304347826085,58.1863358835699,50.77382822379679,50.00720293137654
 MG, 2008,-18.470341614906832,-44.666304347826085,54.01122914403082,55.84605420764238,56.8355876630645
 MG, 2009,-18.470341614906832,-44.666304347826085,71.8079058126087,70.3956345217021,70.49449668346536
 MG, 2010,-18.470341614906832,-44.666304347826085,40.245911474405155,39.268834849942905,39.746518378216436
 MG, 2011,-18.470341614906832,-44.666304347826085,51.5865765338127,49.578586004973005,48.99267363507119
 MG, 2012,-18.470341614906832,-44.666304347826085,43.18991297553826,39.30610041318786,38.85480297158678
 MG, 2013,-18.470341614906832,-44.666304347826085,28.98797234482155,36.092057905410414,37.02199879211945
 MG, 2014,-18.470341614906832,-44.666304347826085,11.628007121410654,16.07830897276302,17.81849047442045
 MG, 2015,-18.470341614906832,-44.666304347826085,4.379814096818682,12.043892972501911,13.719428761194935
 MG, 2016,-18.470341614906832,-44.666304347826085,8.780575667625657,18.50220707325681,19.447482767750596
 MG, 2017,-18.470341614906832,-44.666304347826085,4.970089233027473,12.285909009720974,13.066708972787625
 MG, 2018,-18.470341614906832,-44.666304347826085,6.600446657039259,18.511567126027423,20.51550724286347
 MG, 2019,-18.470341614906832,-44.666304347826085,3.286584700522934,10.055684406224797,10.41508169374128
 MG, 2020,-18.470341614906832,-44.666304347826085,10.412963005133063,23.98379709408815,24.721514797058767
 MG, 2021,-18.470341614906832,-44.666304347826085,5.42072119272623,17.605270427030337,19.44862475592905
 MG, 2022,-18.470341614906832,-44.666304347826085,19.92017116597157,25.76547353488987,27.47325052872623
 MG, 2023,-18.470341614906832,-44.666304347826085,34.83261193036702,34.992241666277245,34.006383948966686
 MS, 2003,-20.34061135371179,-54.69650655021834,35.60247919208515,32.00110921349891,33.040785086127634
 MS, 2004,-20.34061135371179,-54.69650655021834,26.13538427561975,30.03080855861983,31.39331518556013
 MS, 2005,-20.34061135371179,-54.69650655021834,17.88435606702259,24.37899203288839,26.926450477781742
 MS, 2006,-20.34061135371179,-54.69650655021834,49.15887360286362,51.85643782669424,52.1289407441006
 MS, 2007,-20.34061135371179,-54.69650655021834,66.77786969642004,63.58248595929966,64.38780604312144
 MS, 2008,-20.34061135371179,-54.69650655021834,63.10920393030736,64.99659281371767,63.158310886975144
 MS, 2009,-20.34061135371179,-54.69650655021834,51.87776875059372,61.855039474944995,62.48283364267761
 MS, 2010,-20.34061135371179,-54.69650655021834,71.73394608830198,60.9078700540393,59.920002160891414
 MS, 2011,-20.34061135371179,-54.69650655021834,81.43445290896877,71.1557140978166,70.16833737837169
 MS, 2012,-20.34061135371179,-54.69650655021834,55.76067364432314,55.19661654602868,53.152489627452006
 MS, 2013,-20.34061135371179,-54.69650655021834,60.226263102456336,59.43237810850101,60.71597117855937
 MS, 2014,-20.34061135371179,-54.69650655021834,61.93069408076839,63.31586152359548,61.99339911958096
 MS, 2015,-20.34061135371179,-54.69650655021834,67.49831985798203,66.467774388902,67.12088154542829
 MS, 2016,-20.34061135371179,-54.69650655021834,78.82695919731273,71.73126443454359,70.28886642467879
 MS, 2017,-20.34061135371179,-54.69650655021834,70.3105003727788,66.59405263376303,66.86131467492987
 MS, 2018,-20.34061135371179,-54.69650655021834,79.83798106591415,72.45262261655228,70.75590082547706
 MS, 2019,-20.34061135371179,-54.69650655021834,59.1122538350823,50.09922193206416,49.42682926714603
 MS, 2020,-20.34061135371179,-54.69650655021834,28.96471497365972,27.4663440797636,28.114387845611773
 MS, 2021,-20.34061135371179,-54.69650655021834,24.441799868178954,27.91590551920222,28.505325607230432
 MS, 2022,-20.34061135371179,-54.69650655021834,20.16523070905106,28.912853041303748,31.1222960860199
 MS, 2023,-20.34061135371179,-54.69650655021834,39.540914417996234,51.41974027687078,51.978903986291186
 MT, 2003,-12.80926724137931,-55.835344827586205,47.50233619031968,47.7062277132694,47.40633046751742
 MT, 2004,-12.80926724137931,-55.835344827586205,64.88873673549901,58.88167898367606,58.455976615206396
 MT, 2005,-12.80926724137931,-55.835344827586205,29.87406033757659,33.144607036829406,34.419177259224305
 MT, 2006,-12.80926724137931,-55.835344827586205,60.996751187273375,57.38552208860925,56.616994960370526
 MT, 2007,-12.80926724137931,-55.835344827586205,59.69320800539622,58.22821968360198,57.7481492167352
 MT, 2008,-12.80926724137931,-55.835344827586205,63.80499745023408,62.57100896149751,61.91341322916561
 MT, 2009,-12.80926724137931,-55.835344827586205,69.01406214777852,68.34230005565269,67.38539845506283
 MT, 2010,-12.80926724137931,-55.835344827586205,44.435940831974634,45.11421894511887,43.556479923266245
 MT, 2011,-12.80926724137931,-55.835344827586205,54.961774716756295,55.01534896126359,52.62550816566147
 MT, 2012,-12.80926724137931,-55.835344827586205,56.02255320472837,54.792560095588485,53.13581272225585
 MT, 2013,-12.80926724137931,-55.835344827586205,62.398460302253646,62.20672193821187,61.619959595079244
 MT, 2014,-12.80926724137931,-55.835344827586205,65.41946576620822,61.299435511440656,60.42120797048641
 MT, 2015,-12.80926724137931,-55.835344827586205,56.71122328317192,49.68766478257228,49.712380240005466
 MT, 2016,-12.80926724137931,-55.835344827586205,23.589074387925397,32.034527164710546,32.46429797765782
 MT, 2017,-12.80926724137931,-55.835344827586205,37.9959216399927,40.948278153417604,41.64793054226591
 MT, 2018,-12.80926724137931,-55.835344827586205,43.72313553829196,46.91590021640956,46.400455578058555
 MT, 2019,-12.80926724137931,-55.835344827586205,39.594306791444794,36.7717508204685,35.3779900307112
 MT, 2020,-12.80926724137931,-55.835344827586205,19.919136016514422,21.556258352726125,21.12003042522198
 MT, 2021,-12.80926724137931,-55.835344827586205,15.401181666689821,26.372122583511935,27.777972601060178
 MT, 2022,-12.80926724137931,-55.835344827586205,26.24881957286091,31.735386627960544,30.73047170863561
 MT, 2023,-12.80926724137931,-55.835344827586205,32.52519261298824,37.094670745869514,36.87848129614851
 PA, 2003,-4.270192936559843,-52.97441137998692,67.22787296550115,69.19960515496975,68.88634264122643
 PA, 2004,-4.270192936559843,-52.97441137998692,74.64382640420209,71.00987285263056,71.88015097789366
 PA, 2005,-4.270192936559843,-52.97441137998692,37.28850129570131,39.313698790383235,38.565513442184816
 PA, 2006,-4.270192936559843,-52.97441137998692,59.26231529023294,58.00269996493448,58.47318859499912
 PA, 2007,-4.270192936559843,-52.97441137998692,60.66130956942051,61.43921933719721,63.050028214079006
 PA, 2008,-4.270192936559843,-52.97441137998692,61.10217621366253,61.114600794433514,61.622285143650075
 PA, 2009,-4.270192936559843,-52.97441137998692,65.1388042853021,62.86117531098304,62.932579556209944
 PA, 2010,-4.270192936559843,-52.97441137998692,45.13285902575074,46.68399834275494,46.270380367263925
 PA, 2011,-4.270192936559843,-52.97441137998692,53.061629494911585,53.32478181531758,50.881445092620744
 PA, 2012,-4.270192936559843,-52.97441137998692,41.20828950736898,42.1235504281775,40.164862246532444
 PA, 2013,-4.270192936559843,-52.97441137998692,53.98187538635961,54.52297353095462,53.55160441219689
 PA, 2014,-4.270192936559843,-52.97441137998692,49.187572841078634,48.634095773143585,45.8814112248541
 PA, 2015,-4.270192936559843,-52.97441137998692,28.347884451372693,27.82438917890841,26.076513545667858
 PA, 2016,-4.270192936559843,-52.97441137998692,13.036398001396714,18.01275122045681,18.577581710330406
 PA, 2017,-4.270192936559843,-52.97441137998692,32.02060632796763,35.53937683919606,33.0298617670403
